2025-12-24 21:15:35,782 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:15:35,782 - root - INFO - start_debug.py:12 - <module> - ==================================================
2025-12-24 21:15:35,782 - root - INFO - start_debug.py:13 - <module> - 东元法务系统 - 调试模式启动
2025-12-24 21:15:35,782 - root - INFO - start_debug.py:14 - <module> - ==================================================
2025-12-24 21:15:35,783 - root - INFO - start_debug.py:19 - <module> - 数据库URL: 未设置
2025-12-24 21:15:35,783 - root - INFO - start_debug.py:20 - <module> - SECRET_KEY: 未设置
2025-12-24 21:15:35,783 - root - INFO - start_debug.py:32 - <module> - 启动参数: {'app': 'app.main:app', 'host': '0.0.0.0', 'port': 8000, 'reload': True, 'log_level': 'debug', 'access_log': True}
2025-12-24 21:15:35,783 - root - INFO - start_debug.py:33 - <module> - 服务器将在 http://localhost:8000 启动
2025-12-24 21:15:35,783 - root - INFO - start_debug.py:34 - <module> - API文档: http://localhost:8000/docs
2025-12-24 21:15:35,784 - root - INFO - start_debug.py:35 - <module> - 日志文件: logs/app.log
2025-12-24 21:15:35,948 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:15:35,948 - root - INFO - start_debug.py:12 - <module> - ==================================================
2025-12-24 21:15:35,948 - root - INFO - start_debug.py:13 - <module> - 东元法务系统 - 调试模式启动
2025-12-24 21:15:35,948 - root - INFO - start_debug.py:14 - <module> - ==================================================
2025-12-24 21:15:35,949 - root - INFO - start_debug.py:19 - <module> - 数据库URL: 未设置
2025-12-24 21:15:35,950 - root - INFO - start_debug.py:20 - <module> - SECRET_KEY: 未设置
2025-12-24 21:15:35,950 - root - INFO - start_debug.py:32 - <module> - 启动参数: {'app': 'app.main:app', 'host': '0.0.0.0', 'port': 8000, 'reload': True, 'log_level': 'debug', 'access_log': True}
2025-12-24 21:15:35,950 - root - INFO - start_debug.py:33 - <module> - 服务器将在 http://localhost:8000 启动
2025-12-24 21:15:35,950 - root - INFO - start_debug.py:34 - <module> - API文档: http://localhost:8000/docs
2025-12-24 21:15:35,950 - root - INFO - start_debug.py:35 - <module> - 日志文件: logs/app.log
2025-12-24 21:15:36,489 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:16:17,988 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:16:17,988 - root - INFO - start_debug.py:22 - <module> - ==================================================
2025-12-24 21:16:17,989 - root - INFO - start_debug.py:23 - <module> - 东元法务系统 - 调试模式启动
2025-12-24 21:16:17,989 - root - INFO - start_debug.py:24 - <module> - ==================================================
2025-12-24 21:16:17,989 - root - INFO - start_debug.py:29 - <module> - 数据库URL: mysql+pymysql://root...
2025-12-24 21:16:17,989 - root - INFO - start_debug.py:30 - <module> - SECRET_KEY: 已设置
2025-12-24 21:16:17,989 - root - INFO - start_debug.py:42 - <module> - 启动参数: {'app': 'app.main:app', 'host': '0.0.0.0', 'port': 8000, 'reload': True, 'log_level': 'debug', 'access_log': True}
2025-12-24 21:16:17,989 - root - INFO - start_debug.py:43 - <module> - 服务器将在 http://localhost:8000 启动
2025-12-24 21:16:17,989 - root - INFO - start_debug.py:44 - <module> - API文档: http://localhost:8000/docs
2025-12-24 21:16:17,989 - root - INFO - start_debug.py:45 - <module> - 日志文件: logs/app.log
2025-12-24 21:16:18,166 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:16:18,166 - root - INFO - start_debug.py:22 - <module> - ==================================================
2025-12-24 21:16:18,167 - root - INFO - start_debug.py:23 - <module> - 东元法务系统 - 调试模式启动
2025-12-24 21:16:18,167 - root - INFO - start_debug.py:24 - <module> - ==================================================
2025-12-24 21:16:18,167 - root - INFO - start_debug.py:29 - <module> - 数据库URL: mysql+pymysql://root...
2025-12-24 21:16:18,167 - root - INFO - start_debug.py:30 - <module> - SECRET_KEY: 已设置
2025-12-24 21:16:18,167 - root - INFO - start_debug.py:42 - <module> - 启动参数: {'app': 'app.main:app', 'host': '0.0.0.0', 'port': 8000, 'reload': True, 'log_level': 'debug', 'access_log': True}
2025-12-24 21:16:18,167 - root - INFO - start_debug.py:43 - <module> - 服务器将在 http://localhost:8000 启动
2025-12-24 21:16:18,168 - root - INFO - start_debug.py:44 - <module> - API文档: http://localhost:8000/docs
2025-12-24 21:16:18,168 - root - INFO - start_debug.py:45 - <module> - 日志文件: logs/app.log
2025-12-24 21:16:18,725 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:17:17,217 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:25:07,464 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:25:34,262 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:25:41,957 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:25:53,194 - app.main - INFO - main.py:55 - log_requests - 请求开始: GET http://localhost:8001/health
2025-12-24 21:25:53,195 - app.main - INFO - main.py:60 - log_requests - 请求完成: GET http://localhost:8001/health - 状态码: 200 - 耗时: 0.001s
2025-12-24 21:27:03,578 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 21:32:20,332 - root - INFO - logging_config.py:55 - setup_logging - 日志系统初始化完成
2025-12-24 22:16:36 | INFO     | app.utils.logger:setup_logging:89 - 日志系统初始化完成
2025-12-24 22:16:44 | INFO     | app.utils.logger:setup_logging:89 - 日志系统初始化完成
2025-12-24 22:17:10 | INFO     | app.utils.logger:setup_logging:89 - 日志系统初始化完成
2025-12-24 22:17:22 | INFO     | app.main:log_requests:56 - 请求开始: GET http://localhost:8001/health
2025-12-24 22:17:22 | INFO     | app.main:log_requests:61 - 请求完成: GET http://localhost:8001/health - 状态码: 200 - 耗时: 0.001s
2025-12-24 22:17:27 | INFO     | app.main:log_requests:56 - 请求开始: GET http://localhost:8001/
2025-12-24 22:17:27 | INFO     | app.main:log_requests:61 - 请求完成: GET http://localhost:8001/ - 状态码: 200 - 耗时: 0.001s
2025-12-24 22:17:33 | INFO     | app.main:log_requests:56 - 请求开始: POST http://localhost:8001/api/v1/auth/login
2025-12-24 22:17:33 | INFO     | app.api.v1.auth:login:27 - 用户登录请求: admin
2025-12-24 22:17:33 | INFO     | app.services.user_service:authenticate_user:25 - 尝试验证用户: admin
2025-12-24 22:17:33 | INFO     | app.services.user_service:authenticate_user:29 - 用户 admin 验证成功
2025-12-24 22:17:33 | INFO     | app.api.v1.auth:login:44 - 用户 admin 登录成功
2025-12-24 22:17:33 | INFO     | app.main:log_requests:61 - 请求完成: POST http://localhost:8001/api/v1/auth/login - 状态码: 200 - 耗时: 0.294s
2025-12-24 22:19:50 | INFO     | app.utils.logger:setup_logging:89 - 日志系统初始化完成
2025-12-26 23:56:03 | INFO     | app.utils.logger:setup_logging:89 - 日志系统初始化完成
2025-12-26 23:57:16 | INFO     | app.main:lifespan:30 - 东元法务系统API 正在启动...
2025-12-26 23:57:17 | INFO     | app.config.database:init_db:45 - 数据库表结构初始化完成
2025-12-26 23:57:17 | INFO     | app.main:lifespan:32 - 东元法务系统API 启动完成
2025-12-27 12:43:40 | INFO     | __main__:lifespan:30 - 东元法务系统API 正在启动...
2025-12-27 12:43:40 | INFO     | app.config.database:init_db:45 - 数据库表结构初始化完成
2025-12-27 12:43:40 | INFO     | __main__:lifespan:32 - 东元法务系统API 启动完成
2025-12-27 12:57:37 | INFO     | app.main:lifespan:30 - 东元法务系统API 正在启动...
2025-12-27 12:57:37 | INFO     | app.config.database:init_db:45 - 数据库表结构初始化完成
2025-12-27 12:57:37 | INFO     | app.main:lifespan:32 - 东元法务系统API 启动完成
2025-12-27 12:58:11 | INFO     | app.main:log_requests:119 - 请求开始: GET http://localhost:8000/health
2025-12-27 12:58:11 | INFO     | app.main:log_requests:124 - 请求完成: GET http://localhost:8000/health - 状态码: 200 - 耗时: 0.001s
2025-12-27 12:58:30 | INFO     | app.main:log_requests:119 - 请求开始: GET http://localhost:8000/health
2025-12-27 12:58:30 | INFO     | app.main:log_requests:124 - 请求完成: GET http://localhost:8000/health - 状态码: 200 - 耗时: 0.001s
2025-12-27 13:00:17 | INFO     | app.main:log_requests:119 - 请求开始: GET http://localhost:8000/health
2025-12-27 13:00:17 | INFO     | app.main:log_requests:124 - 请求完成: GET http://localhost:8000/health - 状态码: 200 - 耗时: 0.001s
2025-12-27 13:00:37 | INFO     | app.main:log_requests:119 - 请求开始: GET http://localhost:8000/
2025-12-27 13:00:37 | INFO     | app.main:log_requests:124 - 请求完成: GET http://localhost:8000/ - 状态码: 200 - 耗时: 0.001s
2025-12-27 13:02:53 | INFO     | app.main:log_requests:119 - 请求开始: POST http://localhost:8000/api/v1/auth/send-sms
2025-12-27 13:02:53 | INFO     | app.main:log_requests:124 - 请求完成: POST http://localhost:8000/api/v1/auth/send-sms - 状态码: 422 - 耗时: 0.001s
2025-12-27 13:03:54 | INFO     | app.main:log_requests:119 - 请求开始: POST http://localhost:8000/api/v1/auth/send-sms?phone=13800138000
2025-12-27 13:03:54 | INFO     | app.api.v1.auth:send_sms:97 - 模拟发送短信验证码到: 13800138000
2025-12-27 13:03:54 | INFO     | app.main:log_requests:124 - 请求完成: POST http://localhost:8000/api/v1/auth/send-sms?phone=13800138000 - 状态码: 200 - 耗时: 0.001s
2025-12-27 13:05:02 | INFO     | app.main:log_requests:119 - 请求开始: POST http://localhost:8000/api/v1/auth/register
2025-12-27 13:05:02 | INFO     | app.api.v1.auth:register:75 - 用户注册请求: testuser
2025-12-27 13:05:21 | INFO     | app.services.user_service:create_user:93 - 新用户 testuser 注册成功，等待审批
2025-12-27 13:05:21 | INFO     | app.main:log_requests:124 - 请求完成: POST http://localhost:8000/api/v1/auth/register - 状态码: 200 - 耗时: 19.411s
2025-12-27 13:07:41 | INFO     | app.main:log_requests:119 - 请求开始: POST http://localhost:8000/api/v1/auth/login
2025-12-27 13:07:41 | INFO     | app.api.v1.auth:login:34 - 用户登录请求: testuser
2025-12-27 13:07:41 | INFO     | app.services.user_service:authenticate_user:32 - 尝试验证用户: testuser
2025-12-27 13:07:41 | INFO     | app.services.user_service:authenticate_user:41 - 用户 testuser 验证成功
2025-12-27 13:07:41 | WARNING  | app.api.v1.auth:login:44 - 用户 testuser 登录失败：账号未通过审批
2025-12-27 13:07:41 | ERROR    | app.db.session:get_db:44 - 数据库会话异常: 403: 账号未通过审批
2025-12-27 13:07:42 | INFO     | app.main:log_requests:124 - 请求完成: POST http://localhost:8000/api/v1/auth/login - 状态码: 403 - 耗时: 0.069s
2025-12-27 13:10:56 | INFO     | app.main:log_requests:119 - 请求开始: POST http://localhost:8000/api/v1/auth/login
2025-12-27 13:10:56 | INFO     | app.api.v1.auth:login:34 - 用户登录请求: admin
2025-12-27 13:10:56 | INFO     | app.services.user_service:authenticate_user:32 - 尝试验证用户: admin
2025-12-27 13:10:56 | WARNING  | app.services.user_service:authenticate_user:43 - 用户 admin 验证失败
2025-12-27 13:10:56 | WARNING  | app.api.v1.auth:login:39 - 用户 admin 登录失败：用户名或密码错误
2025-12-27 13:10:56 | ERROR    | app.db.session:get_db:44 - 数据库会话异常: 401: 用户名或密码错误
2025-12-27 13:10:56 | INFO     | app.main:log_requests:124 - 请求完成: POST http://localhost:8000/api/v1/auth/login - 状态码: 401 - 耗时: 0.068s
2025-12-27 13:11:56 | INFO     | app.main:log_requests:119 - 请求开始: POST http://localhost:8000/api/v1/auth/login
2025-12-27 13:11:56 | INFO     | app.api.v1.auth:login:34 - 用户登录请求: dypbi
2025-12-27 13:11:56 | INFO     | app.services.user_service:authenticate_user:32 - 尝试验证用户: dypbi
2025-12-27 13:11:56 | WARNING  | app.services.user_service:authenticate_user:43 - 用户 dypbi 验证失败
2025-12-27 13:11:56 | WARNING  | app.api.v1.auth:login:39 - 用户 dypbi 登录失败：用户名或密码错误
2025-12-27 13:11:56 | ERROR    | app.db.session:get_db:44 - 数据库会话异常: 401: 用户名或密码错误
2025-12-27 13:11:56 | INFO     | app.main:log_requests:124 - 请求完成: POST http://localhost:8000/api/v1/auth/login - 状态码: 401 - 耗时: 0.068s
2025-12-27 13:13:22 | INFO     | app.main:log_requests:119 - 请求开始: POST http://localhost:8000/api/v1/auth/login
2025-12-27 13:13:22 | INFO     | app.api.v1.auth:login:34 - 用户登录请求: admin
2025-12-27 13:13:22 | INFO     | app.services.user_service:authenticate_user:32 - 尝试验证用户: admin
2025-12-27 13:13:22 | INFO     | app.services.user_service:authenticate_user:41 - 用户 admin 验证成功
2025-12-27 13:13:22 | INFO     | app.api.v1.auth:login:51 - 用户 admin 登录成功
2025-12-27 13:13:22 | INFO     | app.main:log_requests:124 - 请求完成: POST http://localhost:8000/api/v1/auth/login - 状态码: 200 - 耗时: 0.050s
2025-12-27 13:17:00 | INFO     | app.main:log_requests:119 - 请求开始: GET http://localhost:8000/api/v1/users
2025-12-27 13:17:00 | INFO     | app.main:log_requests:124 - 请求完成: GET http://localhost:8000/api/v1/users - 状态码: 307 - 耗时: 0.002s
